id,order_id,shipping_mode,delivery_days,status
24440,41992,Same Day,1,Late delivery
24441,50933,Same Day,0,Shipping on time
24442,49357,Same Day,0,Shipping on time
24443,13433,Same Day,0,Shipping on time
24444,63106,Same Day,0,Shipping on time
24445,68834,Same Day,1,Late delivery
24446,12079,Same Day,0,Shipping on time
24447,12597,Same Day,1,Late delivery
24448,66798,Same Day,0,Shipping on time
24449,3752,Same Day,1,Late delivery
24450,53755,Same Day,1,Late delivery
24451,522,Same Day,1,Late delivery
24452,814,Same Day,1,Late delivery
24453,56798,Same Day,0,Shipping on time
24454,3802,Same Day,0,Shipping on time
24455,56008,Same Day,1,Late delivery
24456,52755,Same Day,0,Shipping on time
24457,48999,Same Day,0,Shipping on time
24458,25338,Same Day,1,Late delivery
24459,26815,Same Day,0,Shipping on time
24460,22119,Same Day,1,Late delivery
24461,38516,Same Day,0,Shipping on time
24462,41157,Same Day,1,Late delivery
24463,35831,Same Day,0,Shipping on time
24464,38361,Same Day,1,Late delivery
24465,40421,Same Day,0,Shipping on time
24466,51074,Same Day,1,Late delivery
24467,63506,Same Day,0,Shipping on time
24468,17065,Same Day,0,Shipping on time
24469,15726,Same Day,1,Late delivery
24470,48356,Same Day,1,Late delivery
24471,15644,Same Day,0,Shipping on time
24472,67793,Same Day,1,Late delivery
24473,46794,Same Day,0,Shipping on time
24474,13401,Same Day,1,Late delivery
24475,46474,Same Day,0,Shipping on time
24476,13266,Same Day,1,Late delivery
24477,52055,Same Day,1,Late delivery
24478,52538,Same Day,1,Late delivery
24479,149,Same Day,0,Shipping on time
24480,56966,Same Day,1,Late delivery
24481,7676,Same Day,0,Shipping on time
24482,60715,Same Day,0,Shipping on time
24483,9304,Same Day,1,Late delivery
24484,21201,Same Day,0,Shipping on time
24485,31165,Same Day,1,Late delivery
24486,38273,Same Day,1,Late delivery
24487,40720,Same Day,0,Shipping on time
24488,40306,Same Day,0,Shipping on time
24489,36440,Same Day,1,Late delivery
24490,32853,Same Day,1,Late delivery
24491,43759,Same Day,1,Late delivery
24492,42804,Same Day,1,Late delivery
24493,15756,Same Day,1,Late delivery
24494,64373,Same Day,1,Late delivery
24495,9302,Same Day,1,Late delivery
24496,60326,Same Day,1,Late delivery
24497,114,Same Day,1,Late delivery
24498,55410,Same Day,1,Late delivery
24499,60078,Same Day,1,Late delivery
24500,51762,Same Day,1,Late delivery
24501,57615,Same Day,0,Shipping on time
24502,23036,Same Day,0,Shipping on time
24503,21920,Same Day,1,Late delivery
24504,51150,Same Day,1,Late delivery
24505,26816,Same Day,0,Shipping on time
24506,30405,Same Day,1,Late delivery
24507,28526,Same Day,0,Shipping on time
24508,24154,Same Day,1,Late delivery
24509,38519,Same Day,0,Shipping on time
24510,39362,Same Day,1,Late delivery
24511,42803,Same Day,1,Late delivery
24512,44124,Same Day,0,Shipping on time
24513,46728,Same Day,0,Shipping on time
24514,10738,Same Day,1,Late delivery
24515,15435,Same Day,0,Shipping on time
24516,53329,Second Class,5,Late delivery
24517,56259,Second Class,5,Late delivery
24518,24370,Second Class,6,Late delivery
24519,43064,Second Class,5,Late delivery
24520,28753,Second Class,4,Late delivery
24521,22341,Second Class,2,Shipping on time
24522,22308,Second Class,4,Late delivery
24523,43892,Second Class,3,Late delivery
24524,40408,Second Class,4,Late delivery
24525,34381,Second Class,2,Shipping on time
24526,37030,Second Class,6,Late delivery
24527,40978,Second Class,4,Late delivery
24528,47014,Second Class,5,Late delivery
24529,43382,Second Class,3,Late delivery
24530,62757,Second Class,3,Late delivery
24531,63844,Second Class,5,Late delivery
24532,12930,Second Class,6,Late delivery
24533,60899,Second Class,5,Late delivery
24534,59528,Second Class,4,Late delivery
24535,3336,Second Class,2,Shipping on time
24536,54915,Second Class,6,Late delivery
24537,7054,Second Class,5,Late delivery
24538,57953,Second Class,4,Late delivery
24539,23963,Second Class,4,Late delivery
24540,27468,Second Class,4,Late delivery
24541,37660,Second Class,6,Late delivery
24542,44237,Standard Class,3,Advance shipping
24543,49162,Standard Class,3,Advance shipping
24544,45400,Standard Class,6,Late delivery
24545,45501,Standard Class,2,Advance shipping
24546,49175,Standard Class,6,Late delivery
24547,41343,Standard Class,4,Shipping on time
24548,49948,Standard Class,4,Shipping on time
24549,43017,Standard Class,3,Advance shipping
24550,42674,Standard Class,5,Late delivery
24551,49093,Standard Class,4,Shipping on time
24552,46878,Standard Class,4,Shipping on time
24553,48678,Standard Class,4,Shipping on time
24554,47233,Standard Class,4,Shipping on time
24555,45074,Standard Class,5,Late delivery
24556,41629,Standard Class,5,Late delivery
24557,46877,Standard Class,3,Advance shipping
24558,48126,Standard Class,2,Advance shipping
24559,44482,Standard Class,3,Advance shipping
24560,50082,Standard Class,3,Advance shipping
24561,45570,Standard Class,6,Late delivery
24562,47194,Standard Class,5,Late delivery
24563,45451,Standard Class,2,Advance shipping
24564,45113,Standard Class,4,Shipping on time
24565,41373,Standard Class,4,Shipping on time
24566,42616,Standard Class,2,Advance shipping
24567,46491,Standard Class,2,Advance shipping
24568,47999,Standard Class,5,Late delivery
24569,47218,Standard Class,4,Shipping on time
24570,47397,Standard Class,3,Advance shipping
24571,50983,Standard Class,4,Shipping on time
24572,42347,Standard Class,3,Advance shipping
24573,47876,Standard Class,2,Advance shipping
24574,50422,Standard Class,3,Advance shipping
24575,50675,Standard Class,6,Late delivery
24576,46988,Standard Class,4,Shipping on time
24577,50672,Standard Class,3,Advance shipping
24578,46645,Standard Class,6,Late delivery
24579,50559,Standard Class,5,Late delivery
24580,48144,Standard Class,5,Late delivery
24581,50663,Standard Class,4,Shipping on time
24582,50867,Standard Class,3,Advance shipping
24583,49294,Standard Class,5,Late delivery
24584,42977,Standard Class,3,Advance shipping
24585,41930,Standard Class,6,Late delivery
24586,50212,Standard Class,3,Advance shipping
24587,48034,Standard Class,5,Late delivery
24588,50134,Standard Class,5,Late delivery
24589,47873,Standard Class,4,Shipping on time
24590,48380,Standard Class,6,Late delivery
24591,46176,Standard Class,2,Advance shipping
24592,44585,Standard Class,6,Late delivery
24593,45834,Standard Class,5,Late delivery
24594,44090,Standard Class,6,Late delivery
24595,42098,Standard Class,4,Shipping on time
24596,50974,Standard Class,5,Late delivery
24597,46129,Standard Class,5,Late delivery
24598,45786,Standard Class,2,Advance shipping
24599,41830,Standard Class,6,Late delivery
24600,42250,Standard Class,6,Late delivery
24601,42418,Standard Class,4,Shipping on time
24602,47992,Standard Class,3,Advance shipping
24603,50662,Standard Class,3,Advance shipping
24604,69739,Standard Class,5,Late delivery
24605,71133,Standard Class,4,Shipping on time
24606,64180,Standard Class,6,Late delivery
24607,67597,Standard Class,3,Advance shipping
24608,43796,Standard Class,2,Advance shipping
24609,17252,Standard Class,3,Advance shipping
24610,15448,Standard Class,4,Shipping on time
24611,45441,Standard Class,2,Advance shipping
24612,19056,Standard Class,2,Advance shipping
24613,14216,Standard Class,2,Advance shipping
24614,69578,Standard Class,4,Shipping on time
24615,69901,Standard Class,2,Advance shipping
24616,70860,Standard Class,6,Late delivery
24617,70967,Standard Class,3,Advance shipping
24618,69466,Standard Class,2,Advance shipping
24619,70628,Standard Class,4,Shipping on time
24620,69573,Standard Class,4,Shipping on time
24621,70981,Standard Class,2,Advance shipping
24622,71106,Standard Class,2,Advance shipping
24623,70823,Standard Class,4,Shipping on time
24624,69534,Standard Class,5,Late delivery
24625,70532,Standard Class,3,Advance shipping
24626,70694,Standard Class,5,Late delivery
24627,70904,Standard Class,5,Late delivery
24628,69873,Standard Class,4,Shipping on time
24629,69836,Standard Class,2,Advance shipping
24630,69835,Standard Class,6,Late delivery
24631,69565,Standard Class,6,Late delivery
24632,70511,Standard Class,2,Advance shipping
24633,69942,Standard Class,3,Advance shipping
24634,69977,Standard Class,3,Advance shipping
24635,70833,Standard Class,4,Shipping on time
24636,70563,Standard Class,4,Shipping on time
24637,70633,Standard Class,4,Shipping on time
24638,70561,Standard Class,2,Advance shipping
24639,71042,Standard Class,3,Advance shipping
24640,62203,Standard Class,4,Shipping on time
24641,12436,Standard Class,2,Advance shipping
24642,67861,Standard Class,2,Advance shipping
24643,68088,Standard Class,4,Shipping on time
24644,68251,Standard Class,2,Advance shipping
24645,64780,Standard Class,6,Late delivery
24646,11806,Standard Class,2,Advance shipping
24647,18149,Standard Class,5,Late delivery
24648,68540,Standard Class,6,Late delivery
24649,16237,Standard Class,3,Advance shipping
24650,16769,Standard Class,5,Late delivery
24651,11196,Standard Class,2,Advance shipping
24652,17229,Standard Class,5,Late delivery
24653,62177,Standard Class,3,Advance shipping
24654,11614,Standard Class,5,Late delivery
24655,65982,Standard Class,3,Advance shipping
24656,67207,Standard Class,3,Advance shipping
24657,10871,Standard Class,2,Advance shipping
24658,62143,Standard Class,4,Shipping on time
24659,10468,Standard Class,4,Shipping on time
24660,19348,Standard Class,4,Shipping on time
24661,16508,Standard Class,4,Shipping on time
24662,13830,Standard Class,6,Late delivery
24663,14340,Standard Class,6,Late delivery
24664,12901,Standard Class,2,Advance shipping
24665,19661,Standard Class,2,Advance shipping
24666,70146,Standard Class,2,Advance shipping
24667,70002,Standard Class,3,Advance shipping
24668,66653,Standard Class,4,Shipping on time
24669,62060,Standard Class,6,Late delivery
24670,62483,Standard Class,4,Shipping on time
24671,13823,Standard Class,4,Shipping on time
24672,15235,Standard Class,6,Late delivery
24673,69208,Standard Class,4,Shipping on time
24674,14115,Standard Class,6,Late delivery
24675,17171,Standard Class,2,Advance shipping
24676,14992,Standard Class,3,Advance shipping
24677,66825,Standard Class,6,Late delivery
24678,69262,Standard Class,3,Advance shipping
24679,11099,Standard Class,5,Late delivery
24680,61834,Standard Class,5,Late delivery
24681,12047,Standard Class,3,Advance shipping
24682,64246,Standard Class,2,Advance shipping
24683,70396,Standard Class,2,Advance shipping
24684,70432,Standard Class,3,Advance shipping
24685,63269,Standard Class,5,Late delivery
24686,19778,Standard Class,4,Shipping on time
24687,18960,Standard Class,6,Late delivery
24688,17618,Standard Class,4,Shipping on time
24689,62176,Standard Class,2,Advance shipping
24690,18808,Standard Class,4,Shipping on time
24691,67810,Standard Class,6,Late delivery
24692,10395,Standard Class,6,Late delivery
24693,70323,Standard Class,4,Shipping on time
24694,61938,Standard Class,4,Shipping on time
24695,18316,Standard Class,2,Advance shipping
24696,41835,Standard Class,6,Late delivery
24697,48590,Standard Class,6,Late delivery
24698,61670,Standard Class,6,Late delivery
24699,62642,Standard Class,3,Advance shipping
24700,70160,Standard Class,6,Late delivery
24701,62028,Standard Class,4,Shipping on time
24702,49956,Standard Class,2,Advance shipping
24703,43534,Standard Class,5,Late delivery
24704,67311,Standard Class,2,Advance shipping
24705,62217,Standard Class,3,Advance shipping
24706,63213,Standard Class,4,Shipping on time
24707,19826,Standard Class,2,Advance shipping
24708,18360,Standard Class,6,Late delivery
24709,69222,Standard Class,3,Advance shipping
24710,70357,Standard Class,3,Advance shipping
24711,10448,Standard Class,4,Shipping on time
24712,68270,Standard Class,6,Late delivery
24713,11845,Standard Class,6,Late delivery
24714,15221,Standard Class,2,Advance shipping
24715,14073,Standard Class,4,Shipping on time
24716,50753,Standard Class,4,Shipping on time
24717,41782,Standard Class,3,Advance shipping
24718,16104,Standard Class,5,Late delivery
24719,64165,Standard Class,6,Late delivery
24720,15933,Standard Class,4,Shipping on time
24721,18568,Standard Class,4,Shipping on time
24722,47901,Standard Class,2,Advance shipping
24723,10386,Standard Class,2,Advance shipping
24724,67418,Standard Class,4,Shipping on time
24725,10942,Standard Class,3,Advance shipping
24726,18814,Standard Class,5,Late delivery
24727,68037,Standard Class,3,Advance shipping
24728,13233,Standard Class,4,Shipping on time
24729,62357,Standard Class,3,Advance shipping
24730,68795,Standard Class,6,Late delivery
24731,62297,Standard Class,3,Advance shipping
24732,19093,Standard Class,4,Shipping on time
24733,61719,Standard Class,5,Late delivery
24734,10382,Standard Class,3,Advance shipping
24735,13352,Standard Class,3,Advance shipping
24736,19518,Standard Class,4,Shipping on time
24737,13256,Standard Class,2,Advance shipping
24738,10703,Standard Class,4,Shipping on time
24739,63912,Standard Class,3,Advance shipping
24740,11465,Standard Class,6,Late delivery
24741,62335,Standard Class,6,Late delivery
24742,18680,Standard Class,6,Late delivery
24743,68329,Standard Class,5,Late delivery
24744,16195,Standard Class,6,Late delivery
24745,12544,Standard Class,5,Late delivery
24746,13203,Standard Class,4,Shipping on time
24747,18300,Standard Class,6,Late delivery
24748,67245,Standard Class,6,Late delivery
24749,66666,Standard Class,2,Advance shipping
24750,61767,Standard Class,3,Advance shipping
24751,19868,Standard Class,4,Shipping on time
24752,63525,Standard Class,6,Late delivery
24753,18834,Standard Class,5,Late delivery
24754,64391,Standard Class,2,Advance shipping
24755,50342,Standard Class,3,Advance shipping
24756,45489,Standard Class,5,Late delivery
24757,45438,Standard Class,4,Shipping on time
24758,12164,Standard Class,5,Late delivery
24759,67362,Standard Class,3,Advance shipping
24760,62079,Standard Class,5,Late delivery
24761,68149,Standard Class,5,Late delivery
24762,14278,Standard Class,4,Shipping on time
24763,61820,Standard Class,6,Late delivery
24764,71243,Standard Class,4,Shipping on time
24765,44930,Standard Class,6,Late delivery
24766,18361,Standard Class,2,Advance shipping
24767,10327,Standard Class,3,Advance shipping
24768,16929,Standard Class,5,Late delivery
24769,64861,Standard Class,2,Advance shipping
24770,18821,Standard Class,2,Advance shipping
24771,69197,Standard Class,3,Advance shipping
24772,17798,Standard Class,4,Shipping on time
24773,11620,Standard Class,6,Late delivery
24774,16360,Standard Class,6,Late delivery
24775,19363,Standard Class,4,Shipping on time
24776,51037,Standard Class,3,Advance shipping
24777,43793,Standard Class,4,Shipping on time
24778,50616,Standard Class,2,Advance shipping
24779,63132,Standard Class,3,Advance shipping
24780,19210,Standard Class,6,Late delivery
24781,62274,Standard Class,5,Late delivery
24782,68006,Standard Class,2,Advance shipping
24783,65206,Standard Class,2,Advance shipping
24784,17087,Standard Class,3,Advance shipping
24785,12139,Standard Class,5,Late delivery
24786,12811,Standard Class,2,Advance shipping
24787,12262,Standard Class,3,Advance shipping
24788,66090,Standard Class,6,Late delivery
24789,44309,Standard Class,5,Late delivery
24790,65257,Standard Class,3,Advance shipping
24791,65059,Standard Class,5,Late delivery
24792,68058,Standard Class,4,Shipping on time
24793,66233,Standard Class,4,Shipping on time
24794,67397,Standard Class,3,Advance shipping
24795,17580,Standard Class,6,Late delivery
24796,18677,Standard Class,3,Advance shipping
24797,70005,Standard Class,6,Late delivery
24798,16103,Standard Class,4,Shipping on time
24799,66999,Standard Class,5,Late delivery
24800,13144,Standard Class,5,Late delivery
